"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 16:39:33 GMT 2024","Mon Oct 21 16:39:36 GMT 2024","2910","","tests.SteamTest","","tests.SteamTest","negativeAuthorizationWithInvalidLogin","negativeAuthorizationWithInvalidLogin()",""
"passed","Mon Oct 21 16:39:16 GMT 2024","Mon Oct 21 16:39:19 GMT 2024","3597","","tests.SteamTest","","tests.SteamTest","testqwe","testqwe(String, String) Для локали = english должен отображаться текст в ссылке Магазин = STORE",""
"passed","Mon Oct 21 16:39:08 GMT 2024","Mon Oct 21 16:39:16 GMT 2024","7283","","tests.SteamTest","","tests.SteamTest","testqwe","testqwe(String, String) Для локали = spanish должен отображаться текст в ссылке Магазин = TIENDA",""
"passed","Mon Oct 21 16:39:19 GMT 2024","Mon Oct 21 16:39:24 GMT 2024","4566","","tests.SteamTest","","tests.SteamTest","testqwe","testqwe(String, String) Для локали = german должен отображаться текст в ссылке Магазин = SHOP",""
"passed","Mon Oct 21 16:39:32 GMT 2024","Mon Oct 21 16:39:33 GMT 2024","1718","","tests.SteamTest","","tests.SteamTest","checkNameSupportFields2","checkNameSupportFields2()",""
"passed","Mon Oct 21 16:39:24 GMT 2024","Mon Oct 21 16:39:29 GMT 2024","4506","","tests.SteamTest","","tests.SteamTest","testqwe","testqwe(String, String) Для локали = turkish должен отображаться текст в ссылке Магазин = MAĞAZA",""
"passed","Mon Oct 21 16:39:29 GMT 2024","Mon Oct 21 16:39:32 GMT 2024","3190","","tests.SteamTest","","tests.SteamTest","checkNameSupportFields1","Тест на проверку наименований пунктов поддержки. Используется степовый подход.",""
